文件名,文件路径,鼓类型,类型置信度(%),鼓机型号,型号置信度(%),结果组合,类型候选1,类型候选1置信度(%),类型候选2,类型候选2置信度(%),类型候选3,类型候选3置信度(%),机型候选1,机型候选1置信度(%),机型候选2,机型候选2置信度(%),机型候选3,机型候选3置信度(%),处理时间
808_Snare_8.wav,samples/808_Snare_8.wav,Snare,61.23,Linn,51.71,Snare_Linn,Snare,61.23,Perc,10.79,Cymbal,10.08,Linn,51.71,808,48.29,,,2025-04-04 12:36:06
808_Perc_2.wav,samples/808_Perc_2.wav,Perc,65.65,Linn,68.91,Perc_Linn,Perc,65.65,Cymbal,10.31,Tom,8.44,Linn,68.91,808,31.09,,,2025-04-04 12:36:06
808_Cymbal_14.wav,samples/808_Cymbal_14.wav,Cymbal,40.73,808,65.45,Cymbal_808,Cymbal,40.73,Snare,16.07,Kick,14.87,808,65.45,Linn,34.55,,,2025-04-04 12:36:06
Linn_Tom_1.wav,samples/Linn_Tom_1.wav,Tom,54.89,Linn,73.48,Tom_Linn,Tom,54.89,Perc,13.28,Kick,11.28,Linn,73.48,808,26.52,,,2025-04-04 12:36:06
808_Perc_1.wav,samples/808_Perc_1.wav,Perc,58.98,Linn,68.74,Perc_Linn,Perc,58.98,Cymbal,12.51,Kick,10.47,Linn,68.74,808,31.26,,,2025-04-04 12:36:06
808_Perc_5.wav,samples/808_Perc_5.wav,Perc,37.36,Linn,61.58,Perc_Linn,Perc,37.36,Tom,24.14,Snare,13.99,Linn,61.58,808,38.42,,,2025-04-04 12:36:06
Linn_Kick_2.wav,samples/Linn_Kick_2.wav,Kick,51.62,Linn,71.10,Kick_Linn,Kick,51.62,Perc,12.29,Snare,12.21,Linn,71.10,808,28.90,,,2025-04-04 12:36:06
808_Cymbal_13.wav,samples/808_Cymbal_13.wav,Cymbal,39.78,808,64.29,Cymbal_808,Cymbal,39.78,Snare,16.18,Kick,15.25,808,64.29,Linn,35.71,,,2025-04-04 12:36:06
808_Cymbal_12.wav,samples/808_Cymbal_12.wav,Cymbal,41.53,808,65.67,Cymbal_808,Cymbal,41.53,Snare,15.79,Kick,14.72,808,65.67,Linn,34.33,,,2025-04-04 12:36:06
Linn_Kick_3.wav,samples/Linn_Kick_3.wav,Kick,52.65,Linn,71.61,Kick_Linn,Kick,52.65,Perc,12.30,Cymbal,12.00,Linn,71.61,808,28.39,,,2025-04-04 12:36:06
808_Perc_4.wav,samples/808_Perc_4.wav,Snare,40.57,Linn,56.57,Snare_Linn,Snare,40.57,Perc,20.04,Tom,14.93,Linn,56.57,808,43.43,,,2025-04-04 12:36:06
Linn_Kick_1.wav,samples/Linn_Kick_1.wav,Kick,52.18,Linn,71.98,Kick_Linn,Kick,52.18,Perc,12.60,Snare,12.60,Linn,71.98,808,28.02,,,2025-04-04 12:36:06
808_Perc_6.wav,samples/808_Perc_6.wav,Perc,30.83,808,63.42,Perc_808,Perc,30.83,Tom,22.36,Snare,19.48,808,63.42,Linn,36.58,,,2025-04-04 12:36:06
808_Cymbal_10.wav,samples/808_Cymbal_10.wav,Cymbal,42.10,808,65.36,Cymbal_808,Cymbal,42.10,Snare,15.58,Kick,14.65,808,65.36,Linn,34.64,,,2025-04-04 12:36:06
808_Cymbal_11.wav,samples/808_Cymbal_11.wav,Cymbal,40.24,808,65.22,Cymbal_808,Cymbal,40.24,Snare,16.15,Kick,15.24,808,65.22,Linn,34.78,,,2025-04-04 12:36:06
808_Perc_7.wav,samples/808_Perc_7.wav,Tom,36.61,808,57.13,Tom_808,Tom,36.61,Snare,17.85,Perc,16.26,808,57.13,Linn,42.87,,,2025-04-04 12:36:06
808_Tom_5.wav,samples/808_Tom_5.wav,Snare,28.90,808,53.14,Snare_808,Snare,28.90,Tom,22.43,Perc,18.50,808,53.14,Linn,46.86,,,2025-04-04 12:36:06
808_Snare_1.wav,samples/808_Snare_1.wav,Snare,49.71,808,65.26,Snare_808,Snare,49.71,Perc,13.70,Kick,13.20,808,65.26,Linn,34.74,,,2025-04-04 12:36:06
808_Tom_4.wav,samples/808_Tom_4.wav,Perc,27.90,808,64.67,Perc_808,Perc,27.90,Tom,23.93,Snare,19.46,808,64.67,Linn,35.33,,,2025-04-04 12:36:06
808_Perc_9.wav,samples/808_Perc_9.wav,Perc,54.26,Linn,66.77,Perc_Linn,Perc,54.26,Snare,12.59,Kick,11.60,Linn,66.77,808,33.23,,,2025-04-04 12:36:06
808_Tom_6.wav,samples/808_Tom_6.wav,Snare,33.82,808,57.76,Snare_808,Snare,33.82,Perc,23.18,Kick,14.90,808,57.76,Linn,42.24,,,2025-04-04 12:36:06
808_Snare_3.wav,samples/808_Snare_3.wav,Snare,56.87,808,59.45,Snare_808,Snare,56.87,Kick,11.29,Perc,10.93,808,59.45,Linn,40.55,,,2025-04-04 12:36:06
808_Snare_2.wav,samples/808_Snare_2.wav,Snare,53.30,808,56.74,Snare_808,Snare,53.30,Perc,14.76,Cymbal,11.41,808,56.74,Linn,43.26,,,2025-04-04 12:36:06
808_Snare_10.wav,samples/808_Snare_10.wav,Snare,56.18,808,51.58,Snare_808,Snare,56.18,Perc,13.06,Cymbal,10.87,808,51.58,Linn,48.42,,,2025-04-04 12:36:06
808_Tom_7.wav,samples/808_Tom_7.wav,Perc,26.88,Linn,59.74,Perc_Linn,Perc,26.88,Tom,25.89,Snare,21.89,Linn,59.74,808,40.26,,,2025-04-04 12:36:06
808_Perc_8.wav,samples/808_Perc_8.wav,Tom,48.55,808,63.50,Tom_808,Tom,48.55,Perc,13.89,Snare,13.78,808,63.50,Linn,36.50,,,2025-04-04 12:36:06
808_Tom_3.wav,samples/808_Tom_3.wav,Tom,33.69,808,55.45,Tom_808,Tom,33.69,Snare,19.39,Cymbal,15.99,808,55.45,Linn,44.55,,,2025-04-04 12:36:06
808_Snare_6.wav,samples/808_Snare_6.wav,Snare,50.61,808,65.17,Snare_808,Snare,50.61,Perc,13.51,Kick,12.66,808,65.17,Linn,34.83,,,2025-04-04 12:36:06
808_Snare_7.wav,samples/808_Snare_7.wav,Snare,55.59,808,53.98,Snare_808,Snare,55.59,Perc,13.32,Cymbal,10.61,808,53.98,Linn,46.02,,,2025-04-04 12:36:06
808_Tom_2.wav,samples/808_Tom_2.wav,Tom,39.82,808,61.12,Tom_808,Tom,39.82,Kick,17.07,Perc,14.64,808,61.12,Linn,38.88,,,2025-04-04 12:36:06
808_Snare_5.wav,samples/808_Snare_5.wav,Snare,58.80,808,60.62,Snare_808,Snare,58.80,Perc,11.63,Kick,9.97,808,60.62,Linn,39.38,,,2025-04-04 12:36:06
808_Snare_4.wav,samples/808_Snare_4.wav,Snare,61.41,808,59.37,Snare_808,Snare,61.41,Perc,10.63,Kick,9.94,808,59.37,Linn,40.63,,,2025-04-04 12:36:06
808_Tom_1.wav,samples/808_Tom_1.wav,Tom,47.15,808,63.55,Tom_808,Tom,47.15,Kick,13.47,Perc,13.21,808,63.55,Linn,36.45,,,2025-04-04 12:36:06
Linn_Snare_4.wav,samples/Linn_Snare_4.wav,Snare,52.57,Linn,69.83,Snare_Linn,Snare,52.57,Perc,13.41,Kick,12.37,Linn,69.83,808,30.17,,,2025-04-04 12:36:06
Linn_Snare_5.wav,samples/Linn_Snare_5.wav,Snare,47.16,Linn,76.40,Snare_Linn,Snare,47.16,Perc,17.90,Cymbal,13.19,Linn,76.40,808,23.60,,,2025-04-04 12:36:06
Linn_Snare_6.wav,samples/Linn_Snare_6.wav,Snare,47.33,Linn,72.57,Snare_Linn,Snare,47.33,Kick,16.06,Perc,13.12,Linn,72.57,808,27.43,,,2025-04-04 12:36:06
Linn_Snare_2.wav,samples/Linn_Snare_2.wav,Snare,51.28,Linn,71.20,Snare_Linn,Snare,51.28,Kick,13.60,Perc,12.94,Linn,71.20,808,28.80,,,2025-04-04 12:36:06
Linn_Snare_3.wav,samples/Linn_Snare_3.wav,Snare,48.60,Linn,73.04,Snare_Linn,Snare,48.60,Kick,15.58,Perc,13.40,Linn,73.04,808,26.96,,,2025-04-04 12:36:06
Linn_Cymbal_1.wav,samples/Linn_Cymbal_1.wav,Cymbal,55.69,Linn,70.28,Cymbal_Linn,Cymbal,55.69,Perc,12.16,Kick,11.28,Linn,70.28,808,29.72,,,2025-04-04 12:36:06
Linn_Cymbal_3.wav,samples/Linn_Cymbal_3.wav,Cymbal,56.88,Linn,69.62,Cymbal_Linn,Cymbal,56.88,Perc,11.46,Kick,10.83,Linn,69.62,808,30.38,,,2025-04-04 12:36:06
808_Cymbal_9.wav,samples/808_Cymbal_9.wav,Cymbal,41.96,808,65.29,Cymbal_808,Cymbal,41.96,Snare,15.64,Kick,14.80,808,65.29,Linn,34.71,,,2025-04-04 12:36:06
Linn_Snare_1.wav,samples/Linn_Snare_1.wav,Snare,43.31,Linn,74.84,Snare_Linn,Snare,43.31,Tom,19.34,Perc,13.01,Linn,74.84,808,25.16,,,2025-04-04 12:36:06
808_Cymbal_8.wav,samples/808_Cymbal_8.wav,Cymbal,40.67,808,64.66,Cymbal_808,Cymbal,40.67,Snare,16.26,Kick,15.04,808,64.66,Linn,35.34,,,2025-04-04 12:36:06
Linn_Cymbal_2.wav,samples/Linn_Cymbal_2.wav,Cymbal,49.71,Linn,68.42,Cymbal_Linn,Cymbal,49.71,Tom,12.98,Kick,12.64,Linn,68.42,808,31.58,,,2025-04-04 12:36:06
