文件名,鼓类型,类型置信度(%),鼓机型号,型号置信度(%),结果组合,真实鼓类型,类型预测正确,真实鼓机型号,机型预测正确,整体预测正确,类型候选1,类型候选1置信度(%),类型候选2,类型候选2置信度(%),类型候选3,类型候选3置信度(%),机型候选1,机型候选1置信度(%),机型候选2,机型候选2置信度(%),机型候选3,机型候选3置信度(%),处理时间,文件路径
Tom_808_2.wav,Tom,88.10,Linn,99.86,Tom_Linn,Tom,是,808,否,否,Tom,88.10,Snare,11.82,Kick,0.08,Linn,99.86,808,0.14,,,2025-04-06 14:01:25,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Tom_808_2.wav
Cymbal_808_4.wav,Cymbal,100.00,808,100.00,Cymbal_808,Cymbal,是,808,是,是,Cymbal,100.00,Kick,0.00,Perc,0.00,808,100.00,Linn,0.00,,,2025-04-06 14:01:25,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_808_4.wav
Cymbal_808_5.wav,Cymbal,100.00,808,100.00,Cymbal_808,Cymbal,是,808,是,是,Cymbal,100.00,Kick,0.00,Perc,0.00,808,100.00,Linn,0.00,,,2025-04-06 14:01:25,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_808_5.wav
Tom_808_3.wav,Snare,100.00,Linn,100.00,Snare_Linn,Tom,否,808,否,否,Snare,100.00,Tom,0.00,Kick,0.00,Linn,100.00,808,0.00,,,2025-04-06 14:01:25,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Tom_808_3.wav
Tom_808_1.wav,Snare,99.38,Linn,79.30,Snare_Linn,Tom,否,808,否,否,Snare,99.38,Tom,0.62,Kick,0.00,Linn,79.30,808,20.70,,,2025-04-06 14:01:25,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Tom_808_1.wav
Cymbal_808_7.wav,Cymbal,100.00,808,100.00,Cymbal_808,Cymbal,是,808,是,是,Cymbal,100.00,Kick,0.00,Perc,0.00,808,100.00,Linn,0.00,,,2025-04-06 14:01:25,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_808_7.wav
Cymbal_808_14.wav,Cymbal,100.00,808,100.00,Cymbal_808,Cymbal,是,808,是,是,Cymbal,100.00,Kick,0.00,Perc,0.00,808,100.00,Linn,0.00,,,2025-04-06 14:01:25,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_808_14.wav
Cymbal_808_15.wav,Cymbal,100.00,808,100.00,Cymbal_808,Cymbal,是,808,是,是,Cymbal,100.00,Kick,0.00,Perc,0.00,808,100.00,Linn,0.00,,,2025-04-06 14:01:25,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_808_15.wav
Cymbal_808_6.wav,Cymbal,100.00,808,100.00,Cymbal_808,Cymbal,是,808,是,是,Cymbal,100.00,Perc,0.00,Tom,0.00,808,100.00,Linn,0.00,,,2025-04-06 14:01:25,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_808_6.wav
Kick_Linn_4.wav,Kick,100.00,Linn,100.00,Kick_Linn,Kick,是,Linn,是,是,Kick,100.00,Perc,0.00,Snare,0.00,Linn,100.00,808,0.00,,,2025-04-06 14:01:25,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Kick_Linn_4.wav
Cymbal_Linn_1.wav,Snare,92.14,Linn,98.29,Snare_Linn,Cymbal,否,Linn,是,否,Snare,92.14,Perc,6.49,Cymbal,1.29,Linn,98.29,808,1.71,,,2025-04-06 14:01:25,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_Linn_1.wav
Snare_808_7.wav,Perc,83.31,808,100.00,Perc_808,Snare,否,808,是,否,Perc,83.31,Snare,16.69,Tom,0.00,808,100.00,Linn,0.00,,,2025-04-06 14:01:25,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_7.wav
Snare_808_6.wav,Snare,100.00,Linn,98.61,Snare_Linn,Snare,是,808,否,否,Snare,100.00,Perc,0.00,Tom,0.00,Linn,98.61,808,1.39,,,2025-04-06 14:01:25,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_6.wav
Cymbal_Linn_2.wav,Cymbal,100.00,Linn,100.00,Cymbal_Linn,Cymbal,是,Linn,是,是,Cymbal,100.00,Perc,0.00,Kick,0.00,Linn,100.00,808,0.00,,,2025-04-06 14:01:25,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_Linn_2.wav
Snare_808_4.wav,Snare,100.00,808,99.96,Snare_808,Snare,是,808,是,是,Snare,100.00,Perc,0.00,Kick,0.00,808,99.96,Linn,0.04,,,2025-04-06 14:01:25,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_4.wav
Snare_808_5.wav,Snare,100.00,808,99.95,Snare_808,Snare,是,808,是,是,Snare,100.00,Perc,0.00,Kick,0.00,808,99.95,Linn,0.05,,,2025-04-06 14:01:25,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_5.wav
Cymbal_Linn_3.wav,Cymbal,87.01,Linn,100.00,Cymbal_Linn,Cymbal,是,Linn,是,是,Cymbal,87.01,Snare,9.25,Perc,3.67,Linn,100.00,808,0.00,,,2025-04-06 14:01:25,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_Linn_3.wav
Kick_Linn_2.wav,Kick,100.00,Linn,100.00,Kick_Linn,Kick,是,Linn,是,是,Kick,100.00,Snare,0.00,Tom,0.00,Linn,100.00,808,0.00,,,2025-04-06 14:01:25,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Kick_Linn_2.wav
Tom_Linn_1.wav,Tom,100.00,Linn,100.00,Tom_Linn,Tom,是,Linn,是,是,Tom,100.00,Perc,0.00,Snare,0.00,Linn,100.00,808,0.00,,,2025-04-06 14:01:25,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Tom_Linn_1.wav
Snare_808_1.wav,Snare,100.00,808,98.88,Snare_808,Snare,是,808,是,是,Snare,100.00,Tom,0.00,Kick,0.00,808,98.88,Linn,1.12,,,2025-04-06 14:01:25,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_1.wav
Kick_Linn_3.wav,Kick,97.53,Linn,99.93,Kick_Linn,Kick,是,Linn,是,是,Kick,97.53,Snare,2.28,Cymbal,0.19,Linn,99.93,808,0.07,,,2025-04-06 14:01:25,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Kick_Linn_3.wav
Kick_Linn_1.wav,Kick,97.51,Linn,99.96,Kick_Linn,Kick,是,Linn,是,是,Kick,97.51,Snare,2.35,Cymbal,0.14,Linn,99.96,808,0.04,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Kick_Linn_1.wav
Tom_Linn_2.wav,Perc,100.00,Linn,100.00,Perc_Linn,Tom,否,Linn,是,否,Perc,100.00,Tom,0.00,Snare,0.00,Linn,100.00,808,0.00,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Tom_Linn_2.wav
Perc_808_9.wav,Perc,99.15,808,100.00,Perc_808,Perc,是,808,是,是,Perc,99.15,Cymbal,0.85,Tom,0.00,808,100.00,Linn,0.00,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_9.wav
Snare_808_2.wav,Snare,99.98,808,100.00,Snare_808,Snare,是,808,是,是,Snare,99.98,Perc,0.02,Kick,0.00,808,100.00,Linn,0.00,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_2.wav
Snare_808_3.wav,Snare,100.00,808,100.00,Snare_808,Snare,是,808,是,是,Snare,100.00,Kick,0.00,Perc,0.00,808,100.00,Linn,0.00,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_3.wav
Perc_808_8.wav,Tom,51.80,808,64.47,Tom_808,Perc,否,808,是,否,Tom,51.80,Snare,48.20,Perc,0.00,808,64.47,Linn,35.53,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_8.wav
Perc_808_5.wav,Tom,99.49,808,99.74,Tom_808,Perc,否,808,是,否,Tom,99.49,Perc,0.51,Snare,0.00,808,99.74,Linn,0.26,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_5.wav
Perc_808_4.wav,Tom,92.06,Linn,99.99,Tom_Linn,Perc,否,808,否,否,Tom,92.06,Perc,7.94,Snare,0.00,Linn,99.99,808,0.01,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_4.wav
Snare_Linn_6.wav,Snare,97.41,Linn,99.98,Snare_Linn,Snare,是,Linn,是,是,Snare,97.41,Perc,2.54,Kick,0.06,Linn,99.98,808,0.02,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_Linn_6.wav
Snare_Linn_4.wav,Snare,99.95,Linn,99.96,Snare_Linn,Snare,是,Linn,是,是,Snare,99.95,Perc,0.05,Kick,0.00,Linn,99.96,808,0.04,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_Linn_4.wav
Perc_808_6.wav,Tom,100.00,808,99.88,Tom_808,Perc,否,808,是,否,Tom,100.00,Snare,0.00,Perc,0.00,808,99.88,Linn,0.12,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_6.wav
Perc_808_7.wav,Snare,100.00,Linn,100.00,Snare_Linn,Perc,否,808,否,否,Snare,100.00,Tom,0.00,Kick,0.00,Linn,100.00,808,0.00,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_7.wav
Snare_Linn_5.wav,Snare,99.96,Linn,97.28,Snare_Linn,Snare,是,Linn,是,是,Snare,99.96,Perc,0.03,Tom,0.01,Linn,97.28,808,2.72,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_Linn_5.wav
Snare_Linn_1.wav,Tom,100.00,Linn,100.00,Tom_Linn,Snare,否,Linn,是,否,Tom,100.00,Snare,0.00,Perc,0.00,Linn,100.00,808,0.00,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_Linn_1.wav
Perc_808_3.wav,Perc,100.00,Linn,99.43,Perc_Linn,Perc,是,808,否,否,Perc,100.00,Snare,0.00,Cymbal,0.00,Linn,99.43,808,0.57,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_3.wav
Snare_808_8.wav,Snare,100.00,808,100.00,Snare_808,Snare,是,808,是,是,Snare,100.00,Perc,0.00,Kick,0.00,808,100.00,Linn,0.00,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_8.wav
Snare_808_9.wav,Snare,80.25,808,99.36,Snare_808,Snare,是,808,是,是,Snare,80.25,Perc,19.75,Tom,0.00,808,99.36,Linn,0.64,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_9.wav
Perc_808_2.wav,Cymbal,99.83,808,52.86,Cymbal_808,Perc,否,808,是,否,Cymbal,99.83,Perc,0.17,Tom,0.00,808,52.86,Linn,47.14,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_2.wav
Snare_Linn_2.wav,Snare,100.00,Linn,95.24,Snare_Linn,Snare,是,Linn,是,是,Snare,100.00,Perc,0.00,Kick,0.00,Linn,95.24,808,4.76,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_Linn_2.wav
Perc_808_1.wav,Cymbal,75.20,808,100.00,Cymbal_808,Perc,否,808,是,否,Cymbal,75.20,Perc,24.80,Tom,0.00,808,100.00,Linn,0.00,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_1.wav
Snare_Linn_3.wav,Snare,97.56,Linn,99.74,Snare_Linn,Snare,是,Linn,是,是,Snare,97.56,Perc,2.01,Kick,0.43,Linn,99.74,808,0.26,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_Linn_3.wav
Cymbal_808_8.wav,Cymbal,100.00,808,100.00,Cymbal_808,Cymbal,是,808,是,是,Cymbal,100.00,Perc,0.00,Kick,0.00,808,100.00,Linn,0.00,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_808_8.wav
Cymbal_808_9.wav,Cymbal,100.00,808,100.00,Cymbal_808,Cymbal,是,808,是,是,Cymbal,100.00,Kick,0.00,Perc,0.00,808,100.00,Linn,0.00,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_808_9.wav
Snare_808_10.wav,Perc,85.71,808,100.00,Perc_808,Snare,否,808,是,否,Perc,85.71,Snare,14.29,Tom,0.00,808,100.00,Linn,0.00,,,2025-04-06 14:01:26,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_10.wav
===== 摘要 =====,类型准确率: 71.43%,,机型准确率: 82.14%,,整体准确率: 64.29%,总样本数: 56,正确类型数: 40,,正确机型数: 46,完全正确数: 36,,,,,,,,,,,,,,
