文件名,鼓类型,类型置信度(%),鼓机型号,型号置信度(%),结果组合,真实鼓类型,类型预测正确,真实鼓机型号,机型预测正确,整体预测正确,类型候选1,类型候选1置信度(%),类型候选2,类型候选2置信度(%),类型候选3,类型候选3置信度(%),机型候选1,机型候选1置信度(%),机型候选2,机型候选2置信度(%),机型候选3,机型候选3置信度(%),处理时间,文件路径
Snare_808_2.wav,Snare,92.86,808,95.59,Snare_808,Snare,是,808,是,是,Snare,92.86,Kick,3.29,Perc,3.02,808,95.59,Linn,4.41,,,2025-04-06 15:23:35,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_2.wav
Snare_808_3.wav,Snare,98.74,808,59.95,Snare_808,Snare,是,808,是,是,Snare,98.74,Kick,0.89,Perc,0.35,808,59.95,Linn,40.05,,,2025-04-06 15:23:35,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_3.wav
Perc_808_8.wav,Tom,100.00,808,100.00,Tom_808,Perc,否,808,是,否,Tom,100.00,Perc,0.00,Kick,0.00,808,100.00,Linn,0.00,,,2025-04-06 15:23:35,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_8.wav
Cymbal_Linn_5.wav,Cymbal,100.00,Linn,100.00,Cymbal_Linn,Cymbal,是,Linn,是,是,Cymbal,100.00,Perc,0.00,Snare,0.00,Linn,100.00,808,0.00,,,2025-04-06 15:23:35,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_Linn_5.wav
Perc_Linn_1.wav,Tom,99.82,Linn,99.79,Tom_Linn,Perc,否,Linn,是,否,Tom,99.82,Perc,0.18,Kick,0.00,Linn,99.79,808,0.21,,,2025-04-06 15:23:35,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_Linn_1.wav
Cymbal_Linn_8.wav,Cymbal,100.00,Linn,100.00,Cymbal_Linn,Cymbal,是,Linn,是,是,Cymbal,100.00,Perc,0.00,Snare,0.00,Linn,100.00,808,0.00,,,2025-04-06 15:23:35,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_Linn_8.wav
Perc_808_5.wav,Perc,91.84,808,99.74,Perc_808,Perc,是,808,是,是,Perc,91.84,Tom,8.16,Kick,0.00,808,99.74,Linn,0.26,,,2025-04-06 15:23:35,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_5.wav
Perc_808_4.wav,Perc,99.65,808,77.99,Perc_808,Perc,是,808,是,是,Perc,99.65,Tom,0.32,Snare,0.03,808,77.99,Linn,22.01,,,2025-04-06 15:23:35,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_4.wav
Snare_Linn_6.wav,Kick,100.00,Linn,100.00,Kick_Linn,Snare,否,Linn,是,否,Kick,100.00,Snare,0.00,Perc,0.00,Linn,100.00,808,0.00,,,2025-04-06 15:23:35,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_Linn_6.wav
Snare_Linn_4.wav,Kick,99.24,Linn,100.00,Kick_Linn,Snare,否,Linn,是,否,Kick,99.24,Snare,0.75,Perc,0.00,Linn,100.00,808,0.00,,,2025-04-06 15:23:35,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_Linn_4.wav
Perc_Linn_2.wav,Perc,98.73,Linn,91.28,Perc_Linn,Perc,是,Linn,是,是,Perc,98.73,Cymbal,1.23,Kick,0.02,Linn,91.28,808,8.72,,,2025-04-06 15:23:35,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_Linn_2.wav
Perc_808_6.wav,Perc,100.00,808,100.00,Perc_808,Perc,是,808,是,是,Perc,100.00,Tom,0.00,Kick,0.00,808,100.00,Linn,0.00,,,2025-04-06 15:23:35,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_6.wav
Perc_808_7.wav,Tom,99.88,808,99.99,Tom_808,Perc,否,808,是,否,Tom,99.88,Perc,0.12,Kick,0.00,808,99.99,Linn,0.01,,,2025-04-06 15:23:35,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_7.wav
Perc_Linn_3.wav,Perc,100.00,Linn,100.00,Perc_Linn,Perc,是,Linn,是,是,Perc,100.00,Snare,0.00,Tom,0.00,Linn,100.00,808,0.00,,,2025-04-06 15:23:35,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_Linn_3.wav
Snare_Linn_5.wav,Perc,54.78,Linn,100.00,Perc_Linn,Snare,否,Linn,是,否,Perc,54.78,Tom,45.17,Snare,0.03,Linn,100.00,808,0.00,,,2025-04-06 15:23:35,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_Linn_5.wav
Snare_Linn_1.wav,Snare,91.16,Linn,100.00,Snare_Linn,Snare,是,Linn,是,是,Snare,91.16,Tom,8.76,Perc,0.06,Linn,100.00,808,0.00,,,2025-04-06 15:23:35,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_Linn_1.wav
Perc_808_3.wav,Perc,99.94,808,99.99,Perc_808,Perc,是,808,是,是,Perc,99.94,Kick,0.05,Cymbal,0.00,808,99.99,Linn,0.01,,,2025-04-06 15:23:35,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_3.wav
Snare_808_8.wav,Snare,98.80,Linn,92.37,Snare_Linn,Snare,是,808,否,否,Snare,98.80,Kick,0.72,Perc,0.40,Linn,92.37,808,7.63,,,2025-04-06 15:23:35,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_8.wav
Snare_808_9.wav,Snare,95.81,808,69.73,Snare_808,Snare,是,808,是,是,Snare,95.81,Kick,2.32,Perc,1.79,808,69.73,Linn,30.27,,,2025-04-06 15:23:35,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_9.wav
Perc_808_2.wav,Perc,99.38,Linn,99.03,Perc_Linn,Perc,是,808,否,否,Perc,99.38,Tom,0.62,Kick,0.00,Linn,99.03,808,0.97,,,2025-04-06 15:23:36,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_2.wav
Snare_Linn_2.wav,Kick,99.40,Linn,100.00,Kick_Linn,Snare,否,Linn,是,否,Kick,99.40,Perc,0.31,Snare,0.26,Linn,100.00,808,0.00,,,2025-04-06 15:23:36,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_Linn_2.wav
Perc_808_1.wav,Perc,99.45,808,93.36,Perc_808,Perc,是,808,是,是,Perc,99.45,Tom,0.55,Snare,0.00,808,93.36,Linn,6.64,,,2025-04-06 15:23:36,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_1.wav
Snare_Linn_3.wav,Kick,99.99,Linn,100.00,Kick_Linn,Snare,否,Linn,是,否,Kick,99.99,Snare,0.01,Perc,0.00,Linn,100.00,808,0.00,,,2025-04-06 15:23:36,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_Linn_3.wav
Cymbal_808_8.wav,Cymbal,100.00,808,100.00,Cymbal_808,Cymbal,是,808,是,是,Cymbal,100.00,Perc,0.00,Kick,0.00,808,100.00,Linn,0.00,,,2025-04-06 15:23:36,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_808_8.wav
Cymbal_808_9.wav,Cymbal,100.00,808,100.00,Cymbal_808,Cymbal,是,808,是,是,Cymbal,100.00,Perc,0.00,Kick,0.00,808,100.00,Linn,0.00,,,2025-04-06 15:23:36,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_808_9.wav
Snare_808_10.wav,Snare,90.27,808,89.07,Snare_808,Snare,是,808,是,是,Snare,90.27,Perc,5.13,Kick,3.45,808,89.07,Linn,10.93,,,2025-04-06 15:23:36,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_10.wav
===== 摘要 =====,类型准确率: 78.12%,,机型准确率: 95.31%,,整体准确率: 73.44%,总样本数: 64,正确类型数: 50,,正确机型数: 61,完全正确数: 47,,,,,,,,,,,,,,
