文件名,鼓类型,类型置信度(%),鼓机型号,型号置信度(%),结果组合,真实鼓类型,类型预测正确,真实鼓机型号,机型预测正确,整体预测正确,类型候选1,类型候选1置信度(%),类型候选2,类型候选2置信度(%),类型候选3,类型候选3置信度(%),机型候选1,机型候选1置信度(%),机型候选2,机型候选2置信度(%),机型候选3,机型候选3置信度(%),处理时间,文件路径
Cymbal_808_7.wav,Cymbal,50.72,808,61.96,Cymbal_808,Cymbal,是,808,是,是,Cymbal,50.72,Kick,13.70,Tom,13.56,808,61.96,Linn,38.04,,,2025-04-05 16:37:44,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_808_7.wav
Cymbal_808_14.wav,Cymbal,48.10,808,63.67,Cymbal_808,Cymbal,是,808,是,是,Cymbal,48.10,Tom,14.86,Perc,13.49,808,63.67,Linn,36.33,,,2025-04-05 16:37:44,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_808_14.wav
Cymbal_808_15.wav,Cymbal,47.35,808,65.06,Cymbal_808,Cymbal,是,808,是,是,Cymbal,47.35,Tom,14.68,Perc,13.39,808,65.06,Linn,34.94,,,2025-04-05 16:37:44,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_808_15.wav
Cymbal_808_6.wav,Cymbal,42.99,808,61.11,Cymbal_808,Cymbal,是,808,是,是,Cymbal,42.99,Kick,15.74,Tom,14.08,808,61.11,Linn,38.89,,,2025-04-05 16:37:44,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_808_6.wav
Kick_Linn_4.wav,Kick,43.75,Linn,63.10,Kick_Linn,Kick,是,Linn,是,是,Kick,43.75,Snare,15.14,Tom,14.62,Linn,63.10,808,36.90,,,2025-04-05 16:37:44,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Kick_Linn_4.wav
Cymbal_Linn_1.wav,Cymbal,22.24,Linn,55.51,Cymbal_Linn,Cymbal,是,Linn,是,是,Cymbal,22.24,Snare,21.60,Perc,19.91,Linn,55.51,808,44.49,,,2025-04-05 16:37:44,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_Linn_1.wav
Snare_808_7.wav,Snare,31.18,808,54.50,Snare_808,Snare,是,808,是,是,Snare,31.18,Perc,18.04,Tom,17.97,808,54.50,Linn,45.50,,,2025-04-05 16:37:44,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_7.wav
Snare_808_6.wav,Tom,23.57,808,59.50,Tom_808,Snare,否,808,是,否,Tom,23.57,Snare,23.51,Perc,21.22,808,59.50,Linn,40.50,,,2025-04-05 16:37:44,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_6.wav
Cymbal_Linn_2.wav,Cymbal,35.61,Linn,51.56,Cymbal_Linn,Cymbal,是,Linn,是,是,Cymbal,35.61,Perc,17.86,Tom,17.14,Linn,51.56,808,48.44,,,2025-04-05 16:37:44,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_Linn_2.wav
Snare_808_4.wav,Snare,30.37,808,51.53,Snare_808,Snare,是,808,是,是,Snare,30.37,Kick,18.32,Tom,18.20,808,51.53,Linn,48.47,,,2025-04-05 16:37:44,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_4.wav
Snare_808_5.wav,Snare,30.95,808,53.34,Snare_808,Snare,是,808,是,是,Snare,30.95,Perc,17.85,Tom,17.82,808,53.34,Linn,46.66,,,2025-04-05 16:37:44,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_5.wav
Cymbal_Linn_3.wav,Cymbal,23.51,Linn,57.40,Cymbal_Linn,Cymbal,是,Linn,是,是,Cymbal,23.51,Snare,20.21,Tom,19.46,Linn,57.40,808,42.60,,,2025-04-05 16:37:44,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_Linn_3.wav
Kick_Linn_2.wav,Kick,44.53,Linn,74.59,Kick_Linn,Kick,是,Linn,是,是,Kick,44.53,Tom,16.97,Snare,14.34,Linn,74.59,808,25.41,,,2025-04-05 16:37:44,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Kick_Linn_2.wav
Tom_Linn_1.wav,Tom,31.02,Linn,59.64,Tom_Linn,Tom,是,Linn,是,是,Tom,31.02,Perc,23.82,Snare,18.41,Linn,59.64,808,40.36,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Tom_Linn_1.wav
Snare_808_1.wav,Snare,23.90,808,58.80,Snare_808,Snare,是,808,是,是,Snare,23.90,Tom,23.09,Perc,20.55,808,58.80,Linn,41.20,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_1.wav
Kick_Linn_3.wav,Kick,48.58,Linn,61.32,Kick_Linn,Kick,是,Linn,是,是,Kick,48.58,Tom,13.55,Perc,12.97,Linn,61.32,808,38.68,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Kick_Linn_3.wav
Kick_Linn_1.wav,Kick,48.63,Linn,61.88,Kick_Linn,Kick,是,Linn,是,是,Kick,48.63,Tom,13.17,Perc,12.90,Linn,61.88,808,38.12,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Kick_Linn_1.wav
Tom_Linn_2.wav,Tom,31.46,Linn,59.78,Tom_Linn,Tom,是,Linn,是,是,Tom,31.46,Perc,31.41,Snare,16.82,Linn,59.78,808,40.22,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Tom_Linn_2.wav
Perc_808_9.wav,Tom,28.63,Linn,57.85,Tom_Linn,Perc,否,808,否,否,Tom,28.63,Perc,27.16,Cymbal,15.13,Linn,57.85,808,42.15,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_9.wav
Snare_808_2.wav,Snare,30.10,808,53.37,Snare_808,Snare,是,808,是,是,Snare,30.10,Perc,17.85,Tom,17.65,808,53.37,Linn,46.63,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_2.wav
Snare_808_3.wav,Snare,28.81,808,55.06,Snare_808,Snare,是,808,是,是,Snare,28.81,Tom,20.36,Perc,19.29,808,55.06,Linn,44.94,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_3.wav
Perc_808_8.wav,Kick,29.27,808,59.59,Kick_808,Perc,否,808,是,否,Kick,29.27,Tom,23.96,Perc,18.99,808,59.59,Linn,40.41,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_8.wav
Perc_808_5.wav,Tom,28.32,808,50.25,Tom_808,Perc,否,808,是,否,Tom,28.32,Perc,25.69,Cymbal,16.21,808,50.25,Linn,49.75,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_5.wav
Perc_808_4.wav,Snare,24.85,808,56.98,Snare_808,Perc,否,808,是,否,Snare,24.85,Tom,24.32,Perc,23.68,808,56.98,Linn,43.02,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_4.wav
Snare_Linn_6.wav,Snare,27.75,Linn,51.39,Snare_Linn,Snare,是,Linn,是,是,Snare,27.75,Kick,23.71,Tom,17.06,Linn,51.39,808,48.61,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_Linn_6.wav
Snare_Linn_4.wav,Snare,28.57,Linn,51.00,Snare_Linn,Snare,是,Linn,是,是,Snare,28.57,Tom,19.05,Perc,18.67,Linn,51.00,808,49.00,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_Linn_4.wav
Perc_808_6.wav,Tom,25.18,808,61.88,Tom_808,Perc,否,808,是,否,Tom,25.18,Snare,23.68,Perc,22.53,808,61.88,Linn,38.12,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_6.wav
Perc_808_7.wav,Tom,26.09,808,58.71,Tom_808,Perc,否,808,是,否,Tom,26.09,Perc,23.29,Kick,18.97,808,58.71,Linn,41.29,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_7.wav
Snare_Linn_5.wav,Tom,24.67,Linn,55.18,Tom_Linn,Snare,否,Linn,是,否,Tom,24.67,Perc,23.38,Snare,20.09,Linn,55.18,808,44.82,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_Linn_5.wav
Snare_Linn_1.wav,Snare,29.29,808,50.52,Snare_808,Snare,是,Linn,否,否,Snare,29.29,Tom,21.52,Perc,21.14,808,50.52,Linn,49.48,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_Linn_1.wav
Perc_808_3.wav,Snare,22.15,Linn,52.52,Snare_Linn,Perc,否,808,否,否,Snare,22.15,Perc,21.89,Tom,21.68,Linn,52.52,808,47.48,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_3.wav
Snare_808_8.wav,Snare,26.06,808,55.06,Snare_808,Snare,是,808,是,是,Snare,26.06,Tom,21.41,Perc,19.99,808,55.06,Linn,44.94,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_8.wav
Snare_808_9.wav,Snare,30.18,808,52.40,Snare_808,Snare,是,808,是,是,Snare,30.18,Tom,18.81,Perc,18.67,808,52.40,Linn,47.60,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_9.wav
Perc_808_2.wav,Perc,29.84,Linn,59.86,Perc_Linn,Perc,是,808,否,否,Perc,29.84,Tom,28.38,Cymbal,15.45,Linn,59.86,808,40.14,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_2.wav
Snare_Linn_2.wav,Snare,26.65,Linn,54.50,Snare_Linn,Snare,是,Linn,是,是,Snare,26.65,Kick,21.60,Tom,18.68,Linn,54.50,808,45.50,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_Linn_2.wav
Perc_808_1.wav,Perc,31.26,Linn,62.39,Perc_Linn,Perc,是,808,否,否,Perc,31.26,Tom,27.75,Cymbal,16.43,Linn,62.39,808,37.61,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Perc_808_1.wav
Snare_Linn_3.wav,Snare,28.12,Linn,51.28,Snare_Linn,Snare,是,Linn,是,是,Snare,28.12,Kick,21.12,Tom,17.84,Linn,51.28,808,48.72,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_Linn_3.wav
Cymbal_808_8.wav,Cymbal,47.36,808,60.64,Cymbal_808,Cymbal,是,808,是,是,Cymbal,47.36,Kick,14.34,Tom,14.07,808,60.64,Linn,39.36,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_808_8.wav
Cymbal_808_9.wav,Cymbal,49.85,808,61.32,Cymbal_808,Cymbal,是,808,是,是,Cymbal,49.85,Kick,13.79,Tom,13.64,808,61.32,Linn,38.68,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Cymbal_808_9.wav
Snare_808_10.wav,Snare,30.38,808,53.62,Snare_808,Snare,是,808,是,是,Snare,30.38,Perc,18.19,Tom,18.14,808,53.62,Linn,46.38,,,2025-04-05 16:37:45,/Users/rifi_2001/Documents/Python Projects/AML_DrumIdentifier_April-v2/TestSamples/Snare_808_10.wav
===== 摘要 =====,类型准确率: 82.14%,,机型准确率: 91.07%,,整体准确率: 76.79%,总样本数: 56,正确类型数: 46,,正确机型数: 51,完全正确数: 43,,,,,,,,,,,,,,
